,Unnamed: 0,cik_str,ticker,title
2567,4997,1680367,STTK,"Shattuck Labs, Inc."
2568,4998,1872090,YXT,YXT.COM GROUP HOLDING Ltd
2569,4999,1367993,HAFG,"Holistic Asset Finance Group Co., Ltd."
2570,5000,1394056,OSS,"ONE STOP SYSTEMS, INC."
2571,5001,749660,ICAD,ICAD INC
2572,5002,911147,CNTY,CENTURY CASINOS INC /CO/
2573,5003,1979332,CPBI,"Central Plains Bancshares, Inc."
2574,5004,1031235,SELF,"Global Self Storage, Inc."
2575,5005,806172,SOTK,SONO TEK CORP
2576,5006,1572616,GUTS,"FRACTYL HEALTH, INC."
2577,5007,71557,NUVR,"Nuvera Communications, Inc."
2578,5008,1472091,PDSB,PDS Biotechnology Corp
2579,5009,1442236,QRHC,Quest Resource Holding Corp
2580,5010,1741830,KRON,"Kronos Bio, Inc."
2581,5011,1085243,VTSI,"VirTra, Inc"
2582,5012,1665300,PHUN,"Phunware, Inc."
2583,5013,1024672,ELTK,ELTEK LTD
2584,5014,1173204,CNVS,Cineverse Corp.
2585,5015,1865861,CCTSF,Cactus Acquisition Corp. 1 Ltd
2586,5016,1160791,GORO,GOLD RESOURCE CORP
2587,5017,1792267,BNR,Burning Rock Biotech Ltd
2588,5018,884269,APT,ALPHA PRO TECH LTD
2589,5019,1956055,BUJA,Bukit Jalil Global Acquisition 1 Ltd.
2590,5020,1383395,SQNS,SEQUANS COMMUNICATIONS
2591,5021,1501697,XFOR,"X4 Pharmaceuticals, Inc"
2592,5022,1558740,WNLV,Winvest Group Ltd
2593,5023,23197,CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/
2594,5024,1644771,RSF,"RiverNorth Capital & Income Fund, Inc."
2595,5025,1671284,NEUE,"NeueHealth, Inc."
2596,5026,1851484,CTOR,"CITIUS ONCOLOGY, INC."
2597,5027,1397616,SSVFF,SOUTHERN SILVER EXPLORATION CORP
2598,5028,1903392,CLRC,ClimateRock
2599,5029,926423,MIND,"MIND TECHNOLOGY, INC"
2600,5030,1113313,AVNI,ARVANA INC
2601,5031,1593773,AMJT,AMJ Global Technology
2602,5032,1886894,SNAL,"Snail, Inc."
2603,5033,1733868,CNF,CNFinance Holdings Ltd.
2604,5034,1946216,SYT,"SYLA Technologies Co., Ltd."
2605,5035,1705012,FAT,"Fat Brands, Inc"
2606,5036,1909747,JUSHF,Jushi Holdings Inc.
2607,5037,1378950,PRTS,"CarParts.com, Inc."
2608,5038,1534154,AUID,authID Inc.
2609,5039,1129928,ONCY,ONCOLYTICS BIOTECH INC
2610,5040,1660334,VRCA,Verrica Pharmaceuticals Inc.
2611,5041,1487197,BRFH,BARFRESH FOOD GROUP INC.
2612,5042,1785530,HOWL,"Werewolf Therapeutics, Inc."
2613,5043,1869601,EMCG,Embrace Change Acquisition Corp.
2614,5044,1390352,ORRCF,OROCO RESOURCE CORP
2615,5045,1738699,WKEY,Wisekey International Holding S.A.
2616,5046,1643154,ITHUF,"iANTHUS CAPITAL HOLDINGS, INC."
2617,5047,1449349,RDGL,VIVOS INC
2618,5048,1163560,GTMAY,GRUPO TMM SAB
2619,5049,1456772,OPI,OFFICE PROPERTIES INCOME TRUST
2620,5050,1494650,OPTN,"OptiNose, Inc."
2621,5051,1876431,PRE,Prenetics Global Ltd
2622,5052,1041024,RMTI,"ROCKWELL MEDICAL, INC."
2623,5053,1505413,VOC,VOC Energy Trust
2624,5054,1784254,MDIA,Mediaco Holding Inc.
2625,5055,1516899,YTRA,"Yatra Online, Inc."
2626,5056,1812173,RBOT,Vicarious Surgical Inc.
2627,5057,1995116,RECT,Rectitude Holdings Ltd.
2628,5058,1537435,TGEN,TECOGEN INC.
2629,5059,943535,WHEN,"WORLD HEALTH ENERGY HOLDINGS, INC."
2630,5060,93314,VNRX,VOLITIONRX LTD
2631,5061,1290900,CVGI,"Commercial Vehicle Group, Inc."
2632,5062,862692,CCEL,CRYO CELL INTERNATIONAL INC
2633,5063,1740797,AVAI,AVANT TECHNOLOGIES INC.
2634,5064,1272842,AIRG,AIRGAIN INC
2635,5065,1519472,SMXT,"SolarMax Technology, Inc."
2636,5066,1831096,GEG,"Great Elm Group, Inc."
2637,5067,1943802,FSEA,"First Seacoast Bancorp, Inc."
2638,5068,1855447,TYGO,"TIGO ENERGY, INC."
2639,5069,1698022,FMFG,"Farmers & Merchants Bancshares, Inc."
2640,5070,933972,SCWO,374Water Inc.
2641,5071,1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
2642,5072,917225,XPL,SOLITARIO RESOURCES CORP.
2643,5073,1288855,OPHC,"OptimumBank Holdings, Inc."
2644,5074,829323,INUV,"Inuvo, Inc."
2645,5075,1420720,IBIO,"iBio, Inc."
2646,5076,1820190,SCLX,Scilex Holding Co
2647,5077,58361,LEE,"LEE ENTERPRISES, Inc"
2648,5078,1796898,MAXN,"Maxeon Solar Technologies, Ltd."
2649,5079,883975,MBOT,Microbot Medical Inc.
2650,5080,900391,NTZ,NATUZZI S P A
2651,5081,1319183,FMY,FIRST TRUST MORTGAGE INCOME FUND
2652,5082,1865697,GGAAF,NeuroMind AI Corp.
2653,5083,1957489,ABLV,Able View Global Inc.
2654,5084,1849296,OKYO,OKYO Pharma Ltd
2655,5085,1742927,RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC."
2656,5086,1849466,TCBS,"Texas Community Bancshares, Inc."
2657,5087,1520048,PVL,Permianville Royalty Trust
2658,5088,1901336,ALCY,Alchemy Investments Acquisition Corp 1
2659,5089,1849867,CLST,"Catalyst Bancorp, Inc."
2660,5090,1661053,NVNO,enVVeno Medical Corp
2661,5091,1879103,CFSB,"CFSB Bancorp, Inc. /MA/"
2662,5092,1785424,KPLT,"Katapult Holdings, Inc."
2663,5093,1875609,SWVL,Swvl Holdings Corp
2664,5094,1852551,NVA,Nova Minerals Ltd
2665,5095,34563,FARM,FARMER BROTHERS CO
2666,5096,1889450,FTII,FutureTech II Acquisition Corp.
2667,5097,1799191,TOI,"Oncology Institute, Inc."
2668,5098,1842952,CNTX,Context Therapeutics Inc.
2669,5099,1473490,GLAI,"Global AI, Inc."
2670,5100,1650696,LSF,"Laird Superfood, Inc."
2671,5101,1826889,BODI,"Beachbody Company, Inc."
2672,5102,1081745,INLX,"INTELLINETICS, INC."
2673,5103,1708341,AGAE,Allied Gaming & Entertainment Inc.
2674,5104,1903382,BHM,"Bluerock Homes Trust, Inc."
2675,5105,1954694,LGCL,Lucas GC Ltd
2676,5106,353184,AIRT,AIR T INC
2677,5107,1850119,IPSC,"Century Therapeutics, Inc."
2678,5108,1053691,CRVO,CervoMed Inc.
2679,5109,1790340,IMRX,Immuneering Corp
2680,5110,1724009,PRT,PermRock Royalty Trust
2681,5111,1649989,OTLK,"Outlook Therapeutics, Inc."
2682,5112,1877557,WELNF,Integrated Wellness Acquisition Corp
2683,5113,1990950,SELX,Semilux International Ltd.
2684,5114,1532286,NINE,"Nine Energy Service, Inc."
2685,5115,1754068,ALVR,"Allovir, Inc."
2686,5116,1725332,ALAR,Alarum Technologies Ltd.
2687,5117,844856,HCMC,Healthier Choices Management Corp.
2688,5118,1541190,SYHBF,SKYHARBOUR RESOURCES LTD
2689,5119,1682149,DVLT,Datavault AI Inc.
2690,5120,1804583,RAASY,Cloopen Group Holding Ltd
2691,5121,1804591,ME,23andMe Holding Co.
2692,5122,1866816,OPTX,"SYNTEC OPTICS HOLDINGS, INC."
2693,5123,1275158,NDLS,NOODLES & Co
2694,5124,1718500,AXIL,"Axil Brands, Inc."
2695,5125,12040,BDL,FLANIGANS ENTERPRISES INC
2696,5126,1232582,AHT,ASHFORD HOSPITALITY TRUST INC
2697,5127,1808158,RPTX,Repare Therapeutics Inc.
2698,5128,1501989,CTMX,"CytomX Therapeutics, Inc."
2699,5129,1825024,OPAD,Offerpad Solutions Inc.
2700,5130,1820566,ISPO,Inspirato Inc
2701,5131,2024306,JFB,JFB Construction Holdings
2702,5132,1578348,ICMB,"Investcorp Credit Management BDC, Inc."
2703,5133,1590496,AKOM,Aerkomm Inc.
2704,5134,1295514,MDWK,"MDWerks, Inc."
2705,5135,1878313,MAIA,"MAIA Biotechnology, Inc."
2706,5136,1871983,ANGH,Anghami Inc
2707,5137,1807887,LASE,Laser Photonics Corp
2708,5138,1659323,ITRM,Iterum Therapeutics plc
2709,5139,1775898,UCL,uCloudlink Group Inc.
2710,5140,811222,CDIX,Cardiff Lexington Corp
2711,5141,1455684,TPIC,"TPI COMPOSITES, INC"
2712,5142,1835268,CNTB,Connect Biopharma Holdings Ltd
2713,5143,1903595,TBH,"Brag House Holdings, Inc."
2714,5144,1936255,FORL,Four Leaf Acquisition Corp
2715,5145,1816613,MKFG,Markforged Holding Corp
2716,5146,2011208,SPAI,Safe Pro Group Inc.
2717,5147,1713863,RFL,"Rafael Holdings, Inc."
2718,5148,1810182,ALXO,ALX ONCOLOGY HOLDINGS INC
2719,5149,862651,INVU,"Investview, Inc."
2720,5150,1682056,SVRSF,Silver Storm Mining Ltd.
2721,5151,885731,NXN,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO
2722,5152,793524,REFR,RESEARCH FRONTIERS INC
2723,5153,795800,PRMLF,Premium Resources Ltd.
2724,5154,1816172,JZXN,"Jiuzi Holdings, Inc."
2725,5155,1941131,TORO,TORO CORP.
2726,5156,1696355,BEDU,Bright Scholar Education Holdings Ltd
2727,5157,101295,UG,UNITED GUARDIAN INC
2728,5158,1040896,IDN,"Intellicheck, Inc."
2729,5159,1760233,GIFT,"GIFTIFY, INC."
2730,5160,1846715,WAVE,Eco Wave Power Global AB (publ)
2731,5161,1866838,IGTA,Inception Growth Acquisition Ltd
2732,5162,1972529,BTOC,Armlogi Holding Corp.
2733,5163,1772720,SPRU,SPRUCE POWER HOLDING CORP
2734,5164,1445942,TMRC,Texas Mineral Resources Corp.
2735,5165,1888734,GLLI,GLOBALINK INVESTMENT INC.
2736,5166,101594,USEG,US ENERGY CORP
2737,5167,1429260,FBIO,"Fortress Biotech, Inc."
2738,5168,1937891,ATMV,AlphaVest Acquisition Corp.
2739,5169,1805833,SST,"System1, Inc."
2740,5170,1817640,BRZH,Breeze Holdings Acquisition Corp.
2741,5171,1873835,IMMX,"Immix Biopharma, Inc."
2742,5172,1456189,LEAT,Leatt Corp
2743,5173,56701,KOSS,KOSS CORP
2744,5174,868822,CRCUF,Canagold Resources Ltd.
2745,5175,728385,BCHT,Birchtech Corp.
2746,5176,718332,RAVE,"RAVE RESTAURANT GROUP, INC."
2747,5177,2002453,STAK,STAK Inc.
2748,5178,716643,RGS,REGIS CORP
2749,5179,1696558,JRSH,"Jerash Holdings (US), Inc."
2750,5180,1751707,UNXP,United Express Inc.
2751,5181,1005101,MGLD,"Marygold Companies, Inc."
2752,5182,894556,GEVI,"General Enterprise Ventures, Inc."
2753,5183,799165,DWSN,DAWSON GEOPHYSICAL CO
2754,5184,1460329,FLNT,"Fluent, Inc."
2755,5185,1915380,DMYY,"dMY Squared Technology Group, Inc."
2756,5186,1933021,PLUT,Plutus Financial Group Ltd
2757,5187,1720446,ZEPP,Zepp Health Corp
2758,5188,1855756,LILMF,Lilium N.V.
2759,5189,1848275,TOP,TOP Financial Group Ltd
2760,5190,1935172,AIXI,Xiao-I Corp
2761,5191,1420565,RNTX,"Rein Therapeutics, Inc."
2762,5192,1766526,TECTP,"Tectonic Financial, Inc."
2763,5193,779227,MIFF,MIFFLINBURG BANCORP INC
2764,5194,1828185,BRNS,Barinthus Biotherapeutics plc.
2765,5195,315545,PVCT,"PROVECTUS BIOPHARMACEUTICALS, INC."
2766,5196,921299,FGEN,FIBROGEN INC
2767,5197,1479419,KALA,"KALA BIO, Inc."
2768,5198,1701108,SPRO,"Spero Therapeutics, Inc."
2769,5199,6176,AP,AMPCO PITTSBURGH CORP
2770,5200,1843165,YHC,LQR House Inc.
2771,5201,880984,ACFN,"ACORN ENERGY, INC."
2772,5202,1785680,STEC,Santech Holdings Ltd
2773,5203,1854368,DGHI,Digi Power X Inc.
2774,5204,1949257,RADX,Radiopharm Theranostics Ltd
2775,5205,1645666,KZR,"Kezar Life Sciences, Inc."
2776,5206,1938865,WAI,Top KingWin Ltd
2777,5207,1918661,ESHA,ESH Acquisition Corp.
2778,5208,1907730,YOTA,Yotta Acquisition Corp
2779,5209,1880438,ANTX,"AN2 Therapeutics, Inc."
2780,5210,1495651,UURAF,Ucore Rare Metals Inc.
2781,5211,811641,ICCC,IMMUCELL CORP /DE/
2782,5212,740664,RFIL,R F INDUSTRIES LTD
2783,5213,1442620,RCON,"Recon Technology, Ltd"
2784,5214,1855457,KORE,"KORE Group Holdings, Inc."
2785,5215,1856028,SDIG,"Stronghold Digital Mining, Inc."
2786,5216,1708441,MYND,"Mynd.ai, Inc."
2787,5217,1437517,CLOQ,"CYBERLOQ TECHNOLOGIES, INC."
2788,5218,1213809,DYAI,DYADIC INTERNATIONAL INC
2789,5219,2029138,SAGT,SAGTEC GLOBAL Ltd
2790,5220,1653909,BIRD,"Allbirds, Inc."
2791,5221,1114936,UMEWF,UMeWorld Ltd
2792,5222,1000045,OMCC,OLD MARKET CAPITAL Corp
2793,5223,880406,CUBA,HERZFELD CARIBBEAN BASIN FUND INC
2794,5224,1621906,WSTRF,Western Uranium & Vanadium Corp.
2795,5225,889348,CVU,CPI AEROSTRUCTURES INC
2796,5226,105319,WW,"WW INTERNATIONAL, INC."
2797,5227,1131343,ATHE,ALTERITY THERAPEUTICS LTD
2798,5228,1708599,SER,"Serina Therapeutics, Inc."
2799,5229,25895,CRWS,CROWN CRAFTS INC
2800,5230,826253,AUSI,AURA SYSTEMS INC
2801,5231,1800392,MLGO,MicroAlgo Inc.
2802,5232,1098972,AGEN,AGENUS INC
2803,5233,1041657,UONE,"URBAN ONE, INC."
2804,5234,1096938,UEEC,"United Health Products, Inc."
2805,5235,1978528,QETA,Quetta Acquisition Corp
2806,5236,1913577,DECA,Denali Capital Acquisition Corp.
2807,5237,1865111,ALSAF,Alpha Star Acquisition Corp
2808,5238,1604464,ATRA,"Atara Biotherapeutics, Inc."
2809,5239,1849670,PBBK,"PB Bankshares, Inc."
2810,5240,1132105,SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC."
2811,5241,1840233,XLO,"Xilio Therapeutics, Inc."
2812,5242,1865468,KACLF,Kairous Acquisition Corp. Ltd
2813,5243,1474903,BGSF,"BGSF, INC."
2814,5244,1119083,MNDO,MIND CTI LTD
2815,5245,1357874,DTIL,PRECISION BIOSCIENCES INC
2816,5246,707605,ASRV,AMERISERV FINANCIAL INC /PA/
2817,5247,27367,DXR,DAXOR CORP
2818,5248,1858007,GDST,Goldenstone Acquisition Ltd.
2819,5249,1966750,ZBAO,Zhibao Technology Inc.
2820,5250,1491434,SEOVF,SERNOVA CORP.
2821,5251,716634,RDI,READING INTERNATIONAL INC
2822,5252,1763950,LTRN,Lantern Pharma Inc.
2823,5253,1522767,MRMD,MARIMED INC.
2824,5254,1940177,PODC,"PodcastOne, Inc."
2825,5255,850027,GRF,"EAGLE CAPITAL GROWTH FUND, INC."
2826,5256,1678660,PRLD,Prelude Therapeutics Inc
2827,5257,1750264,HPH,Highest Performances Holdings Inc.
2828,5258,1434524,CLIR,ClearSign Technologies Corp
2829,5259,1772695,NOVA,Sunnova Energy International Inc.
2830,5260,1413898,DALN,DallasNews Corp
2831,5261,1546853,SKKY,"Skkynet Cloud Systems, Inc."
2832,5262,1507957,IPWR,Ideal Power Inc.
2833,5263,1141240,LQMT,LIQUIDMETAL TECHNOLOGIES INC
2834,5264,1854463,WINV,WinVest Acquisition Corp.
2835,5265,1407583,BHLL,Bunker Hill Mining Corp.
2836,5266,1641489,VTVT,vTv Therapeutics Inc.
2837,5267,1819438,GWH,"ESS Tech, Inc."
2838,5268,1538495,ETST,"Earth Science Tech, Inc."
2839,5269,1859035,MCAG,Mountain Crest Acquisition Corp. V
2840,5270,1824893,SRZN,"Surrozen, Inc./DE"
2841,5271,72633,NRT,NORTH EUROPEAN OIL ROYALTY TRUST
2842,5272,1500375,HFBL,"Home Federal Bancorp, Inc. of Louisiana"
2843,5273,1495231,IZEA,"IZEA Worldwide, Inc."
2844,5274,1397016,OPXS,Optex Systems Holdings Inc
2845,5275,1785494,WBQNL,Woodbridge Liquidation Trust
2846,5276,1811115,RNLXY,Renalytix plc
2847,5277,863900,MXE,MEXICO EQUITY & INCOME FUND INC
2848,5278,1997296,MDCX,Medicus Pharma Ltd.
2849,5279,1088034,USIO,"Usio, Inc."
2850,5280,1509223,MTBLY,"Moatable, Inc."
2851,5281,1946399,LSB,"LakeShore Biopharma Co., Ltd."
2852,5282,1113152,BEWFF,BEWHERE HOLDINGS INC
2853,5283,1106213,SFRX,SEAFARER EXPLORATION CORP
2854,5284,1958777,FBLG,"FibroBiologics, Inc."
2855,5285,1133062,JANL,JANEL CORP
2856,5286,1698530,XCUR,"EXICURE, INC."
2857,5287,1866226,WTMA,Welsbach Technology Metals Acquisition Corp.
2858,5288,1419041,FBRX,"Forte Biosciences, Inc."
2859,5289,719135,APYX,Apyx Medical Corp
2860,5290,1844417,ESLA,"Estrella Immunopharma, Inc."
2861,5291,1973056,BOWN,Bowen Acquisition Corp
2862,5292,893739,TURN,180 DEGREE CAPITAL CORP. /NY/
2863,5293,1388320,ATNM,"Actinium Pharmaceuticals, Inc."
2864,5294,946936,DSWL,DESWELL INDUSTRIES INC
2865,5295,1040161,PXLW,"PIXELWORKS, INC"
2866,5296,1855467,MOBX,"MOBIX LABS, INC"
2867,5297,1574094,RNXT,"RenovoRx, Inc."
2868,5298,1928340,GDHG,GOLDEN HEAVEN GROUP HOLDINGS LTD.
2869,5299,45919,HHS,HARTE HANKS INC
2870,5300,1555980,FPRGF,Falco Resources Ltd.
2871,5301,810332,MESA,MESA AIR GROUP INC
2872,5302,1753673,SJ,Scienjoy Holding Corp
2873,5303,1293971,BLUE,"bluebird bio, Inc."
2874,5304,1007019,JVA,COFFEE HOLDING CO INC
2875,5305,779544,ARKR,ARK RESTAURANTS CORP
2876,5306,1742341,HKIT,HiTek Global Inc.
2877,5307,1863990,MSAI,"MultiSensor AI Holdings, Inc."
2878,5308,864240,SYPR,SYPRIS SOLUTIONS INC
2879,5309,1752828,CELU,Celularity Inc
2880,5310,1544227,TPST,"Tempest Therapeutics, Inc."
2881,5311,1836295,RTGN,RetinalGenix Technologies Inc.
2882,5312,1899005,BMR,Beamr Imaging Ltd.
2883,5313,1017303,TACT,TRANSACT TECHNOLOGIES INC
2884,5314,1839133,IRME,"IR-Med, Inc."
2885,5315,1631487,CLGN,CollPlant Biotechnologies Ltd
2886,5316,1166834,SHLT,SHL TELEMEDICINE LTD
2887,5317,1869137,MHUBF,MineHub Technologies Inc.
2888,5318,1782303,BOLD,"Boundless Bio, Inc."
2889,5319,1822791,CLNN,Clene Inc.
2890,5320,1502557,KPEA,Kun Peng International Ltd.
2891,5321,1994624,STAI,ScanTech AI Systems Inc.
2892,5322,1590715,AREC,American Resources Corp
2893,5323,1449792,PPSI,"PIONEER POWER SOLUTIONS, INC."
2894,5324,839470,WWR,"WESTWATER RESOURCES, INC."
2895,5325,1074871,MODD,"Modular Medical, Inc."
2896,5326,1337090,SPAUF,SPANISH MOUNTAIN GOLD LTD.
2897,5327,1818605,DIST,Distoken Acquisition Corp
2898,5328,1719406,NRXP,"NRX Pharmaceuticals, Inc."
2899,5329,1800637,AGFY,Agrify Corp
2900,5330,1567264,INTS,"INTENSITY THERAPEUTICS, INC."
2901,5331,1825079,VLDX,"Velo3D, Inc."
