,cik_str,ticker,title
4072,1612940,PRQR,ProQR Therapeutics N.V.
4073,1625414,BZUN,Baozun Inc.
4074,1628063,SRG,Seritage Growth Properties
4075,1486298,BSL,Blackstone Senior Floating Rate 2027 Term Fund
4076,1899830,PERF,Perfect Corp.
4077,1057861,DHF,BNY MELLON HIGH YIELD STRATEGIES FUND
4078,933034,STRT,STRATTEC SECURITY CORP
4079,1806952,LYEL,"Lyell Immunopharma, Inc."
4080,1871321,DRTS,Alpha Tau Medical Ltd.
4081,1675644,FVCB,"FVCBankcorp, Inc."
4082,1031316,FSP,FRANKLIN STREET PROPERTIES CORP /MA/
4083,728387,CATX,"Perspective Therapeutics, Inc."
4084,2028027,NTWO,Newbury Street II Acquisition Corp
4085,1138723,ARAY,ACCURAY INC
4086,924719,SMID,SMITH MIDLAND CORP
4087,1645469,MNPR,Monopar Therapeutics
4088,1757064,GNFT,Genfit S.A.
4089,1781446,GAUZ,Gauzy Ltd.
4090,1847409,HITI,High Tide Inc.
4091,1109116,EVC,ENTRAVISION COMMUNICATIONS CORP
4092,1828536,NRGV,"Energy Vault Holdings, Inc."
4093,1823584,AENT,ALLIANCE ENTERTAINMENT HOLDING CORP
4094,355948,RELL,"RICHARDSON ELECTRONICS, LTD."
4095,1140102,HQI,"HireQuest, Inc."
4096,1356115,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST
4097,71508,ENJ,"ENTERGY NEW ORLEANS, LLC"
4098,1320350,LNSR,"LENSAR, Inc."
4099,1211583,FENC,FENNEC PHARMACEUTICALS INC.
4100,1884046,SPKL,Spark I Acquisition Corp
4101,1369290,MYO,"MYOMO, INC."
4102,1512931,MRCC,MONROE CAPITAL Corp
4103,1245648,FLC,FLAHERTY & CRUMRINE TOTAL RETURN FUND INC
4104,1435508,FSFG,"First Savings Financial Group, Inc."
4105,1883814,SLND,"Southland Holdings, Inc."
4106,5094,VBF,Invesco Bond Fund
4107,1912461,SKGR,SK Growth Opportunities Corp
4108,1177162,ENX,Eaton Vance New York Municipal Bond Fund
4109,1066684,TGLO,THEGLOBE COM INC
4110,880641,EFSI,EAGLE FINANCIAL SERVICES INC
4111,842517,ISBA,ISABELLA BANK Corp
4112,1560672,EARN,Ellington Credit Co
4113,1771910,ADCT,ADC Therapeutics SA
4114,101538,UAMY,UNITED STATES ANTIMONY CORP
4115,1075736,CXDO,"Crexendo, Inc."
4116,803649,EQC,Equity Commonwealth
4117,1400897,SRV,NXG Cushing Midstream Energy Fund
4118,1835856,BETR,Better Home & Finance Holding Co
4119,1819253,BTMD,biote Corp.
4120,1318484,CTRN,Citi Trends Inc
4121,1015383,POWW,"AMMO, INC."
4122,796534,NKSH,NATIONAL BANKSHARES INC
4123,1006655,EPM,EVOLUTION PETROLEUM CORP
4124,1870940,AIRS,"Airsculpt Technologies, Inc."
4125,1030192,IDR,"Idaho Strategic Resources, Inc."
4126,33992,KINS,"KINGSTONE COMPANIES, INC."
4127,1140411,PCQ,PIMCO CALIFORNIA MUNICIPAL INCOME FUND
4128,1658678,BSEM,BIOSTEM TECHNOLOGIES
4129,1598599,IPHA,Innate Pharma SA
4130,883107,NANX,NANOPHASE TECHNOLOGIES Corp
4131,1327318,TRUE,"TrueCar, Inc."
4132,932781,FCCO,FIRST COMMUNITY CORP /SC/
4133,1084554,LTBR,LIGHTBRIDGE Corp
4134,1557746,ACRS,"Aclaris Therapeutics, Inc."
4135,807707,VOXX,VOXX International Corp
4136,1095146,ABIT,Athena Bitcoin Global
4137,1841425,VGAS,"Verde Clean Fuels, Inc."
4138,1859690,ARQQ,Arqit Quantum Inc.
4139,1374690,LRMR,"Larimar Therapeutics, Inc."
4140,1518715,HMST,"HomeStreet, Inc."
4141,1401667,PBYI,"PUMA BIOTECHNOLOGY, INC."
4142,1420520,ATOM,Atomera Inc
4143,1818093,SKIN,Beauty Health Co
4144,1506488,NXG,NXG NextGen Infrastructure Income Fund
4145,1332551,ACR,ACRES Commercial Realty Corp.
4146,831655,MPV,BARINGS PARTICIPATION INVESTORS
4147,897448,AMRN,AMARIN CORP PLC\UK
4148,1162896,PROP,Prairie Operating Co.
4149,1228454,BCBP,BCB BANCORP INC
4150,1538847,GLDG,GoldMining Inc.
4151,1133311,TZOO,TRAVELZOO
4152,1602658,ISTR,Investar Holding Corp
4153,1808997,AOUT,"American Outdoor Brands, Inc."
4154,1325964,LWLG,"Lightwave Logic, Inc."
4155,1273441,GTE,GRAN TIERRA ENERGY INC.
4156,1703157,SCTH,"Securetech Innovations, Inc."
4157,2028699,DYNX,Dynamix Corp
4158,1059213,BXSY,BEXIL INVESTMENT TRUST
4159,904112,MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC
4160,1716951,OCCI,"OFS Credit Company, Inc."
4161,31107,EML,EASTERN CO
4162,1880441,BFACF,Battery Future Acquisition Corp.
4163,1114927,FNRN,FIRST NORTHERN COMMUNITY BANCORP
4164,1463972,VUZI,Vuzix Corp
4165,1828588,HNVR,"Hanover Bancorp, Inc. /NY"
4166,921671,GGT,GABELLI MULTIMEDIA TRUST INC.
4167,1847874,BEEP,Mobile Infrastructure Corp
4168,1745114,MOLN,MOLECULAR PARTNERS AG
4169,1998781,IBAC,IB Acquisition Corp.
4170,1549966,SAMG,Silvercrest Asset Management Group Inc.
4171,858706,GF,NEW GERMANY FUND INC
4172,1372299,OCGN,"Ocugen, Inc."
4173,1371489,III,Information Services Group Inc.
4174,1132651,ATLO,AMES NATIONAL CORP
4175,830487,MHF,WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.
4176,1826667,TLSI,"TriSalus Life Sciences, Inc."
4177,2035644,RANG,Range Capital Acquisition Corp.
4178,768899,TBI,"TrueBlue, Inc."
4179,879911,AERG,"APPLIED ENERGETICS, INC."
4180,1750149,IKT,"Inhibikase Therapeutics, Inc."
4181,1261166,NRO,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC
4182,1302387,BVFL,"BV Financial, Inc."
4183,1006281,PLX,"Protalix BioTherapeutics, Inc."
4184,2020385,TAVI,Tavia Acquisition Corp.
4185,34067,BOOM,DMC Global Inc.
4186,1612630,JYNT,JOINT Corp
4187,830622,PIM,PUTNAM MASTER INTERMEDIATE INCOME TRUST
4188,700764,VYEY,"VICTORY CLEAN ENERGY, INC."
4189,751365,VIRC,VIRCO MFG CORPORATION
4190,1758057,LAZR,"Luminar Technologies, Inc./DE"
4191,1319947,DBI,Designer Brands Inc.
4192,1759824,ALTG,ALTA EQUIPMENT GROUP INC.
4193,1781174,ACRV,"Acrivon Therapeutics, Inc."
4194,810766,CIK,"CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC."
4195,897802,SPE,"SPECIAL OPPORTUNITIES FUND, INC."
4196,1303942,BFIN,BankFinancial CORP
4197,1137547,UBFO,UNITED SECURITY BANCSHARES
4198,1673772,RAPT,"RAPT Therapeutics, Inc."
4199,1504234,BGX,Blackstone Long-Short Credit Income Fund
4200,356037,CSPI,CSP INC /MA/
4201,1842937,HCVI,Hennessy Capital Investment Corp. VI
4202,1878897,DOUG,Douglas Elliman Inc.
4203,1862935,CURR,Currenc Group Inc.
4204,1704299,TEAF,TORTOISE SUSTAINABLE & SOCIAL IMPACT TERM FUND
4205,1923840,THRD,"Third Harmonic Bio, Inc."
4206,723646,FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/
4207,1417802,IDE,"Voya Infrastructure, Industrials & Materials Fund"
4208,906709,NKTR,NEKTAR THERAPEUTICS
4209,1799788,GLSI,"Greenwich LifeSciences, Inc."
4210,1750735,MRBK,Meridian Corp
4211,1723069,TLSA,Tiziana Life Sciences Ltd
4212,1833141,CYBN,CYBIN INC.
4213,1119774,CGEN,COMPUGEN LTD
4214,2012807,RFAI,RF Acquisition Corp II
4215,1680581,FULC,"Fulcrum Therapeutics, Inc."
4216,731122,CCFN,MUNCY COLUMBIA FINANCIAL Corp
4217,1778129,TSNDF,TerrAscend Corp.
4218,818850,NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND
4219,1391437,GRX,Gabelli Healthcare & WellnessRx Trust
4220,1728205,PLL,Piedmont Lithium Inc.
4221,1891101,BRCC,BRC Inc.
4222,1832871,BMN,BlackRock 2037 Municipal Target Term Trust
4223,913277,CLAR,Clarus Corp
4224,1889112,RENE,Cartesian Growth Corp II
4225,883265,VTN,Invesco Trust for Investment Grade New York Municipals
4226,1372807,PTMN,Portman Ridge Finance Corp
4227,1760854,NBTX,Nanobiotix S.A.
4228,740971,OPOF,OLD POINT FINANCIAL CORP
4229,47307,CRAWA,CRAWFORD UNITED Corp
4230,910329,MED,MEDIFAST INC
4231,1753368,SANG,Sangoma Technologies Corp
4232,1533924,AMPY,Amplify Energy Corp.
4233,1726126,EPSN,Epsilon Energy Ltd.
4234,788920,PDEX,PRO DEX INC
4235,1555279,MASS,908 Devices Inc.
4236,1289340,STXS,"Stereotaxis, Inc."
4237,839122,DMF,"BNY MELLON MUNICIPAL INCOME, INC."
4238,1474627,NEGG,"Newegg Commerce, Inc."
4239,1774675,SKIL,Skillsoft Corp.
4240,320340,CCRD,CoreCard Corp
4241,1013880,TTEC,"TTEC Holdings, Inc."
4242,1645873,MDV,"MODIV INDUSTRIAL, INC."
4243,1971532,TELO,"Telomir Pharmaceuticals, Inc."
4244,1829667,RGC,Regencell Bioscience Holdings Ltd
4245,1879001,VRSSF,Verses AI Inc.
4246,1819142,SES,SES AI Corp
4247,1604950,SCPH,scPharmaceuticals Inc.
4248,1709941,BIOA,"BioAge Labs, Inc."
4249,1448397,SHIP,Seanergy Maritime Holdings Corp.
4250,1892316,LDDD,Longduoduo Co Ltd
4251,1506929,VRDR,"VERDE RESOURCES, INC."
4252,1866757,BRLT,"Brilliant Earth Group, Inc."
4253,2011053,SUUN,SolarBank Corp
4254,1578987,BANX,ArrowMark Financial Corp.
4255,1357971,ESOA,Energy Services of America CORP
4256,1181504,PZC,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III
4257,891482,FLL,FULL HOUSE RESORTS INC
4258,1177648,ENTA,ENANTA PHARMACEUTICALS INC
4259,1501103,EDF,Virtus Stone Harbor Emerging Markets Income Fund
4260,2012706,SUNS,"Sunrise Realty Trust, Inc."
4261,891038,MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND
4262,1814114,OBIO,"Orchestra BioMed Holdings, Inc."
4263,1392272,CBNA,CHAIN BRIDGE BANCORP INC
4264,2098,ACU,ACME UNITED CORP
4265,1822523,AFCG,Advanced Flower Capital Inc.
4266,1359931,TARA,"Protara Therapeutics, Inc."
4267,1823878,MYPS,"PLAYSTUDIOS, Inc."
4268,1597835,CMCM,Cheetah Mobile Inc.
4269,1581178,EPRX,EUPRAXIA PHARMACEUTICALS INC.
4270,1287498,EVG,Eaton Vance Short Duration Diversified Income Fund
4271,1821806,LESL,"Leslie's, Inc."
4272,315131,PHX,PHX MINERALS INC.
4273,1539190,SPPP,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST
4274,1662579,CCCC,"C4 Therapeutics, Inc."
4275,1332943,IGA,Voya Global Advantage & Premium Opportunity Fund
4276,1863934,ADUR,ADURO CLEAN TECHNOLOGIES INC.
4277,1484612,OM,"Outset Medical, Inc."
4278,2021688,UFG,Uni-Fuels Holdings Ltd
4279,1165002,WHG,WESTWOOD HOLDINGS GROUP INC
4280,1176334,MMLP,MARTIN MIDSTREAM PARTNERS L.P.
4281,1652935,ACTU,"ACTUATE THERAPEUTICS, INC."
4282,885508,STRS,STRATUS PROPERTIES INC
4283,868578,PFD,FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC
4284,1653087,ALEC,"Alector, Inc."
4285,1932770,QSG,QuantaSing Group Ltd
4286,1010134,ICTSF,ICTS INTERNATIONAL N V
4287,1847846,EUDA,EUDA Health Holdings Ltd
4288,1534969,SERA,"SERA PROGNOSTICS, INC."
4289,1774983,BROG,Brooge Energy Ltd
4290,1943289,SVCO,"Silvaco Group, Inc."
4291,1776909,CURI,CuriosityStream Inc.
4292,1519061,TSE,Trinseo PLC
4293,1093672,PEBK,PEOPLES BANCORP OF NORTH CAROLINA INC
4294,1789029,AEVA,"Aeva Technologies, Inc."
4295,55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/
4296,894671,OVBC,OHIO VALLEY BANC CORP
4297,10329,BSET,BASSETT FURNITURE INDUSTRIES INC
4298,1547546,LFT,"Lument Finance Trust, Inc."
4299,1578453,DLNG,Dynagas LNG Partners LP
4300,1885461,SUAC,ShoulderUP Technology Acquisition Corp.
4301,892992,NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND
4302,1320854,RAIL,"FreightCar America, Inc."
4303,1070680,CFBK,CF BANKSHARES INC.
4304,1605301,CBFV,"CB Financial Services, Inc."
4305,1823466,NOTE,"FiscalNote Holdings, Inc."
4306,1141688,LARK,LANDMARK BANCORP INC
4307,1983736,GOAI,Eva Live Inc
4308,827187,SNBR,Sleep Number Corp
4309,701719,ELA,Envela Corp
4310,1504545,BWG,BrandywineGLOBAL-Global Income Opportunities Fund Inc
4311,1808805,NAUT,"Nautilus Biotechnology, Inc."
4312,1614806,RPT,Rithm Property Trust Inc.
4313,1125345,MGNX,MACROGENICS INC
4314,895456,RCKY,"ROCKY BRANDS, INC."
4315,886128,FCEL,FUELCELL ENERGY INC
4316,2030763,WGRX,"Wellgistics Health, Inc."
4317,1367859,CZWI,Citizens Community Bancorp Inc.
4318,1993431,MCRP,Micropolis Holding Co
4319,1134115,THM,INTERNATIONAL TOWER HILL MINES LTD
4320,1742770,VIOT,"Viomi Technology Co., Ltd"
4321,891532,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC
4322,1985273,TOYO,"TOYO Co., Ltd"
4323,1817241,ARTV,"Artiva Biotherapeutics, Inc."
4324,1998043,PDCC,Pearl Diver Credit Co Inc.
4325,5981,AVD,AMERICAN VANGUARD CORP
4326,1814423,IH,iHuman Inc.
4327,1022652,INSG,INSEEGO CORP.
4328,1781193,QH,QUHUO Ltd
4329,1914605,ECBK,"ECB Bancorp, Inc. /MD/"
4330,1325702,MX,MAGNACHIP SEMICONDUCTOR Corp
4331,1703644,GPMT,Granite Point Mortgage Trust Inc.
4332,1066194,EGAN,EGAIN Corp
4333,1478454,EBMT,"Eagle Bancorp Montana, Inc."
4334,1340476,DRTTF,DIRTT ENVIRONMENTAL SOLUTIONS LTD
4335,1690334,SMHI,SEACOR Marine Holdings Inc.
4336,1478102,DMO,Western Asset Mortgage Opportunity Fund Inc.
4337,1854139,ZVIA,Zevia PBC
4338,1596961,RMBL,"RumbleOn, Inc."
4339,39020,FEIM,FREQUENCY ELECTRONICS INC
4340,1043337,SRI,STONERIDGE INC
4341,1848756,PHYTF,Pyrophyte Acquisition Corp.
4342,1580864,VRM,"Vroom, Inc."
4343,2010788,EXOZ,EXOZYMES INC.
4344,1860879,RRACF,Rigel Resource Acquisition Corp.
4345,1362190,AEYE,AUDIOEYE INC
4346,1620737,OGI,ORGANIGRAM HOLDINGS INC.
4347,1509470,SSSS,SURO CAPITAL CORP.
4348,1771706,VREOF,Vireo Growth Inc.
4349,1696195,KNIT,KINETIC GROUP INC.
4350,1734520,ALYAF,Alithya Group inc
4351,1062822,LXRX,"LEXICON PHARMACEUTICALS, INC."
4352,1627281,CLLS,Cellectis S.A.
4353,1343793,BTA,BlackRock Long-Term Municipal Advantage Trust
4354,1289868,MCN,XAI Madison Equity Premium Income Fund
4355,1873923,ONL,Orion Properties Inc.
4356,1907909,VOXR,VOX ROYALTY CORP.
4357,1746119,VGES,Vanguard Green Investment Ltd
4358,750558,QNBC,QNB CORP
4359,759866,JHS,JOHN HANCOCK INCOME SECURITIES TRUST
4360,1448431,OPRX,OptimizeRx Corp
4361,704440,KRMD,"KORU Medical Systems, Inc."
4362,1157762,CAAS,CHINA AUTOMOTIVE SYSTEMS INC
4363,1077688,HOFT,HOOKER FURNISHINGS Corp
4364,1527728,RENB,RENOVARO INC.
4365,1163792,WEA,WESTERN ASSET PREMIER BOND FUND
4366,1355096,QVCGA,"QVC Group, Inc."
4367,87050,NEON,Neonode Inc.
4368,1597095,TOUR,Tuniu Corp
4369,1870833,RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc."
4370,1725160,ZNTL,"Zentalis Pharmaceuticals, Inc."
4371,1517767,CCIF,Carlyle Credit Income Fund
4372,1095052,PLG,PLATINUM GROUP METALS LTD
4373,1708527,ELUT,ELUTIA INC.
4374,1998560,MIMI,Mint Inc Ltd
4375,845379,CHN,"China Fund, Inc."
4376,1353613,FXY,Invesco CurrencyShares Japanese Yen Trust
4377,1374328,FTLF,"FITLIFE BRANDS, INC."
4378,706863,UNB,UNION BANKSHARES INC
4379,1069530,SAVA,CASSAVA SCIENCES INC
4380,1070296,FCAP,FIRST CAPITAL INC
4381,1464790,RILY,"B. Riley Financial, Inc."
4382,1412095,TROO,"Troops, Inc. /Cayman Islands/"
4383,1496443,PAYS,"Paysign, Inc."
4384,2032379,WLAC,Willow Lane Acquisition Corp.
4385,793040,ECF,ELLSWORTH GROWTH & INCOME FUND LTD
4386,895574,VFL,abrdn National Municipal Income Fund
4387,1693577,MNSB,"MainStreet Bancshares, Inc."
4388,919864,FNWD,Finward Bancorp
4389,1769624,ILLR,Triller Group Inc.
4390,1393584,AMWL,American Well Corp
4391,1601485,ELTX,"Elicio Therapeutics, Inc."
4392,1835654,INVZ,Innoviz Technologies Ltd.
4393,1231457,GNLX,GENELUX Corp
4394,810943,PCF,HIGH INCOME SECURITIES FUND
4395,1966233,NIPG,NIP Group Inc.
4396,767405,SBFG,"SB FINANCIAL GROUP, INC."
4397,1531177,SGHT,"Sight Sciences, Inc."
4398,1657045,CHMX,NEXT-ChemX Corporation.
4399,1789769,TIL,"Instil Bio, Inc."
4400,918541,NNBR,NN INC
4401,876343,LCTX,"Lineage Cell Therapeutics, Inc."
4402,1852973,BRLS,Borealis Foods Inc.
4403,771856,CSBR,"CHAMPIONS ONCOLOGY, INC."
4404,1496749,HEQ,John Hancock Hedged Equity & Income Fund
4405,1932737,NWTN,"NWTN, Inc."
4406,1767837,RMBI,"Richmond Mutual Bancorporation, Inc."
4407,1675033,GECC,Great Elm Capital Corp.
4408,1865107,AKA,A.K.A. BRANDS HOLDING CORP.
4409,95953,ACNT,ASCENT INDUSTRIES CO.
4410,1787400,NKTX,"Nkarta, Inc."
4411,1837821,ZJYL,Jin Medical International Ltd.
4412,1541119,SFBC,"Sound Financial Bancorp, Inc."
4413,1383062,DBE,Invesco DB Energy Fund
4414,1438461,ELRE,Yinfu Gold Corp.
4415,1849737,PLAO,Patria Latin American Opportunity Acquisition Corp.
4416,1720250,KNDI,"Kandi Technologies Group, Inc."
4417,1026655,CMT,CORE MOLDING TECHNOLOGIES INC
4418,1487918,OFS,OFS Capital Corp
4419,1732406,LTCN,Grayscale Litecoin Trust (LTC)
4420,1889983,KVAC,Keen Vision Acquisition Corp.
4421,2016420,CHEB,Chenghe Acquisition II Co.
4422,1562151,CWGL,"Crimson Wine Group, Ltd"
4423,72444,VXRT,"Vaxart, Inc."
4424,1726445,SEER,"Seer, Inc."
4425,36840,FREVS,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY
4426,1290476,VBFC,Village Bank & Trust Financial Corp.
4427,882071,PFO,Flaherty & Crumrine PREFERRED & INCOME OPPORTUNITY FUND INC
4428,1481028,HYSR,"SUNHYDROGEN, INC."
4429,1802457,ORGN,"Origin Materials, Inc."
4430,75398,PAI,Western Asset Investment Grade Income Fund Inc.
4431,1502377,CTGO,"Contango ORE, Inc."
4432,1499832,TSQ,"Townsquare Media, Inc."
4433,2042320,AOAO,Alpha One Inc.
4434,759828,JHI,JOHN HANCOCK INVESTORS TRUST
4435,700841,RCMT,"RCM TECHNOLOGIES, INC."
4436,1828377,FTCO,Fortitude Gold Corp
4437,1305767,PHD,"Pioneer Floating Rate Fund, Inc."
4438,1598981,SKYX,SKYX Platforms Corp.
4439,845606,CXE,MFS HIGH INCOME MUNICIPAL TRUST
4440,1316463,GLQ,Clough Global Equity Fund
4441,1437283,RPMT,"REGO PAYMENT ARCHITECTURES, INC."
4442,1838513,GATE,Marblegate Acquisition Corp.
4443,1874944,VCSA,"Vacasa, Inc."
4444,1263364,COPR,Idaho Copper Corp
4445,1449794,EMYB,"Embassy Bancorp, Inc."
4446,813623,SWZ,"SWISS HELVETIA FUND, INC."
4447,1621227,ADAP,Adaptimmune Therapeutics PLC
4448,1438423,MRAM,EVERSPIN TECHNOLOGIES INC.
4449,1823406,AFBI,"Affinity Bancshares, Inc."
4450,786298,FGFH,FORESIGHT FINANCIAL GROUP INC
4451,1751783,RBKB,"Rhinebeck Bancorp, Inc."
4452,1843588,REE,REE Automotive Ltd.
4453,1463000,GRUSF,Grown Rogue International Inc.
4454,1650664,EDIT,"Editas Medicine, Inc."
4455,1337013,INFU,"InfuSystem Holdings, Inc"
4456,890119,NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND
4457,1659494,COE,51Talk Online Education Group
4458,16859,SRL,Scully Royalty Ltd.
4459,1845550,PLMJF,Plum Acquisition Corp. III
4460,1706946,SPCE,"Virgin Galactic Holdings, Inc"
4461,2017526,PCSC,Perceptive Capital Solutions Corp
4462,6207,AXR,AMREP CORP.
4463,1843477,SVII,Spring Valley Acquisition Corp. II
4464,1842566,AISP,"Airship AI Holdings, Inc."
4465,1886190,GGR,Gogoro Inc.
4466,1400118,SGMT,Sagimet Biosciences Inc.
4467,1879814,TLGYF,TLGY ACQUISITION CORP
4468,1803914,PLBY,"PLBY Group, Inc."
4469,836690,ISSC,INNOVATIVE SOLUTIONS & SUPPORT INC
4470,1133416,GALT,GALECTIN THERAPEUTICS INC
4471,804563,BMBN,BENCHMARK BANKSHARES INC
4472,1987240,SHMD,SCHMID Group N.V.
4473,1571776,CHMI,Cherry Hill Mortgage Investment Corp
4474,1666071,CDLX,"Cardlytics, Inc."
4475,1400438,LGO,Largo Inc.
4476,1952853,MAMO,Massimo Group
4477,2030829,AIFE,AIFEEX NEXUS ACQUISITION CORP.
4478,1131554,SNCR,SYNCHRONOSS TECHNOLOGIES INC
4479,1609809,MCRB,"Seres Therapeutics, Inc."
4480,1902314,MPTI,"M-tron Industries, Inc."
4481,1927719,CRGO,Freightos Ltd
4482,897419,NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND
4483,1799011,LUCD,Lucid Diagnostics Inc.
4484,1041368,RVSB,RIVERVIEW BANCORP INC
4485,874396,LCUT,"LIFETIME BRANDS, INC"
4486,882300,SBI,WESTERN ASSET INTERMEDIATE MUNI FUND INC.
4487,1861841,ARBE,Arbe Robotics Ltd.
4488,1490349,PFX,PhenixFIN Corp
4489,1001902,IVAC,INTEVAC INC
4490,1969928,MCTR,CTRL GROUP Ltd
4491,1867066,DERM,Journey Medical Corp
4492,1991946,CGBS,Crown LNG Holdings Ltd
4493,1408443,MIST,Milestone Pharmaceuticals Inc.
4494,1835022,COYA,"Coya Therapeutics, Inc."
4495,1947244,USGO,U.S. GoldMining Inc.
4496,27093,USAU,U.S. GOLD CORP.
4497,1736730,CAMP,Camp4 Therapeutics Corp
4498,1953366,STHO,Star Holdings
4499,1296774,NCTY,The9 LTD
4500,939930,PYYX,"PYXUS INTERNATIONAL, INC."
4501,1439725,BDSX,BIODESIX INC
4502,779336,IAF,"ABRDN AUSTRALIA EQUITY FUND, INC."
4503,1437226,MHH,"Mastech Digital, Inc."
4504,1500435,GPRO,"GoPro, Inc."
4505,1827821,FRGE,"Forge Global Holdings, Inc."
4506,1858848,TNYA,"Tenaya Therapeutics, Inc."
4507,39092,FRD,FRIEDMAN INDUSTRIES INC
4508,1697851,REKR,"Rekor Systems, Inc."
4509,1613780,DBVT,DBV Technologies S.A.
4510,100378,TWIN,TWIN DISC INC
4511,1070732,EVF,Eaton Vance Senior Income Trust
4512,1817229,VOR,Vor Biopharma Inc.
4513,1865602,CEP,"Cantor Equity Partners, Inc."
4514,1838987,CSLR,"Complete Solaria, Inc."
4515,880417,CSBB,"CSB Bancorp, Inc."
4516,1831874,IRAA,Iris Acquisition Corp
4517,1900720,EPWK,EPWK Holdings Ltd.
4518,1994702,KYTX,"Kyverna Therapeutics, Inc."
4519,1434316,FATE,FATE THERAPEUTICS INC
4520,315374,HURC,HURCO COMPANIES INC
4521,2001288,PN,Skycorp Solar Group Ltd
4522,1504379,CSTE,Caesarstone Ltd.
4523,1615165,VERI,"Veritone, Inc."
4524,875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP
4525,1480170,BEOB,BEO BANCORP
4526,1512762,CHRS,"Coherus BioSciences, Inc."
4527,2014254,KBSX,FST Corp.
4528,1472215,JLS,Nuveen Mortgage & Income Fund/MA/
4529,1642380,OCX,Oncocyte Corp
4530,1089872,GAIA,"GAIA, INC"
4531,1600641,DIBS,"1stdibs.com, Inc."
4532,1382101,STRO,"SUTRO BIOPHARMA, INC."
4533,1006837,VATE,INNOVATE Corp.
4534,1609065,PBHC,"Pathfinder Bancorp, Inc."
4535,1863362,PROCF,"Procaps Group, S.A."
4536,914122,PPIH,"Perma-Pipe International Holdings, Inc."
4537,1867834,BRAG,Bragg Gaming Group Inc.
4538,9521,BCV,BANCROFT FUND LTD
4539,1285650,CGO,CALAMOS GLOBAL TOTAL RETURN FUND
4540,1679268,TUSK,"MAMMOTH ENERGY SERVICES, INC."
4541,811922,MGF,MFS GOVERNMENT MARKETS INCOME TRUST
4542,1847064,PSQH,"PSQ Holdings, Inc."
4543,2186,BKTI,BK Technologies Corp
4544,1934945,TBMC,Trailblazer Merger Corp I
4545,1007587,KVHI,KVH INDUSTRIES INC DE
4546,831378,LVPA,LVPAI GROUP Ltd
4547,778164,ALTO,"Alto Ingredients, Inc."
4548,1114925,LTRX,LANTRONIX INC
4549,1031623,GIFI,GULF ISLAND FABRICATION INC
4550,1540013,QIPT,Quipt Home Medical Corp.
4551,1280776,IMUX,"IMMUNIC, INC."
4552,813298,DXLG,"DESTINATION XL GROUP, INC."
4553,1783328,TCRX,"TScan Therapeutics, Inc."
4554,1828376,WMPN,William Penn Bancorporation
4555,1577445,ODYS,Odysight.ai Inc.
4556,924383,GNSS,Genasys Inc.
4557,1159167,IRBT,IROBOT CORP
4558,1462586,IGI,Western Asset Investment Grade Opportunity Trust Inc.
4559,1871745,DSAQ,Direct Selling Acquisition Corp.
4560,1877333,THCH,TH International Ltd
4561,1585855,GGZ,Gabelli Global Small & Mid Cap Value Trust
4562,15847,BUKS,BUTLER NATIONAL CORP
4563,1388126,HNW,"Pioneer Diversified High Income Fund, Inc."
4564,1851194,VTYX,"Ventyx Biosciences, Inc."
4565,1855557,HLP,Hongli Group Inc.
4566,1906364,FGMC,FG Merger II Corp.
4567,1832038,IVVD,"Invivyd, Inc."
4568,830271,NMI,NUVEEN MUNICIPAL INCOME FUND INC
4569,1915403,SATX,SatixFy Communications Ltd.
4570,1746967,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc."
4571,1844450,ELVA,Electrovaya Inc.
4572,72205,NOBH,NOBILITY HOMES INC
4573,1866501,WBX,Wallbox N.V.
4574,1894057,PPYA,Papaya Growth Opportunity Corp. I
4575,1843724,LNZA,"LanzaTech Global, Inc."
4576,1378701,GDL,GDL FUND
4577,1672909,CPHC,Canterbury Park Holding Corp
4578,1851959,CNDA,Concord Acquisition Corp II
4579,718413,CMTV,COMMUNITY BANCORP /VT
4580,1951276,SRBK,"SR Bancorp, Inc."
4581,1884516,DTI,Drilling Tools International Corp
4582,1544400,NFTN,NFiniTi inc.
4583,1279014,ERH,ALLSPRING UTILITIES & HIGH INCOME FUND
